Seconds	O2	CO2	BP	WVP	FlowRate	Temperature	Marker
160	21.05462	0.3716464	98.92088	2.598946	56.44149	26.47306	-1
161	21.05931	0.3697713	98.86089	2.595821	61.11656	26.46994	-1
162	21.03353	0.3689901	98.90588	2.578321	66.57289	26.46681	-1
163	21.04446	0.3700838	98.87963	2.533945	71.19171	26.46681	-1
164	21.03743	0.3688338	98.91338	2.460819	75.68553	26.47775	-1
165	21.04212	0.3697713	98.87963	2.37238	79.7856	26.47618	-1
166	21.03665	0.3694588	98.94339	2.280504	83.61691	26.46525	-1
167	21.03899	0.3722714	98.95088	2.19894	87.26696	26.46056	-1
168	21.05306	0.3719589	98.95088	2.133001	90.58575	26.46681	-1
169	21.05306	0.3710214	98.93214	2.090188	93.00455	26.47306	-1
170	21.04993	0.3710214	98.98839	2.06925	93.32955	26.47931	-1
171	21.06321	0.3699276	98.92464	2.0705	92.85455	26.46837	-1
172	21.06321	0.3693026	98.98089	2.089251	92.06703	26.46681	-1
173	21.06556	0.365865	98.90964	2.118001	91.12952	26.47306	-1
174	21.05149	0.36399	98.86089	2.152689	90.23576	26.47931	-1
175	21.04602	0.3630525	98.92088	2.189877	89.36699	26.4715	-1
176	21.05149	0.3600837	98.87963	2.227378	88.46073	26.4715	-1
177	21.04368	0.3591462	98.87963	2.262378	87.59196	26.46525	-1
178	21.04524	0.3583649	98.95464	2.294566	86.71695	26.45431	-1
179	21.05696	0.3593024	98.93214	2.327379	85.87318	26.46368	-1
180	21.06009	0.3577399	98.93964	2.35613	84.99818	26.46212	-1
181	21.06165	0.3560211	98.92838	2.383943	84.16066	26.45744	-1
182	21.05774	0.3547711	98.98839	2.408943	83.3294	26.45744	-1
183	21.06321	0.3535211	98.88714	2.431443	82.49814	26.44962	-1
184	21.06634	0.3516461	98.92088	2.452694	81.75438	26.459	-1
185	21.06087	0.3475835	98.89464	2.471444	80.97311	26.46368	-1
186	21.03977	0.3458647	98.92464	2.488632	80.17935	26.45275	-1
187	21.05071	0.344771	98.89464	2.504257	79.40434	26.44337	-1
188	21.04134	0.3444585	98.87963	2.518945	78.66683	26.4465	-1
189	21.04837	0.3413334	98.89088	2.531445	77.91682	26.44181	-1
190	21.03509	0.3403959	98.86089	2.543008	77.16055	26.46056	-1
191	21.03899	0.3425834	98.99963	2.552695	76.44804	26.46681	-1
192	21.06712	0.3405522	98.95088	2.56207	75.72929	26.45431	-1
193	21.05618	0.3382083	98.96964	2.570821	75.00427	26.45587	-1
194	21.06634	0.3382083	98.97338	2.578008	74.27926	26.45587	-1
195	21.05774	0.3369583	98.95839	2.584571	73.548	26.45744	-1
196	21.06243	0.3358646	98.87213	2.591446	72.87299	26.46837	-1
197	21.03665	0.3333645	98.91713	2.596759	72.03548	26.46212	-1
198	21.04993	0.3322708	98.88714	2.601446	71.45422	26.45431	-1
199	21.03821	0.3314895	98.90588	2.604884	70.71671	26.4465	-1
200	21.04524	0.3296145	98.87589	2.609884	70.02295	26.44025	-1
201	21.03665	0.3283645	98.94714	2.613634	69.31668	26.44337	-1
202	21.03587	0.3271144	98.95839	2.616759	68.69167	26.45431	-1
203	21.03509	0.3307082	98.94714	2.619884	68.07291	26.44181	-1
204	21.05149	0.329302	98.95088	2.622696	67.3979	26.43868	-1
205	21.04915	0.3283645	98.94714	2.624571	66.7354	26.4465	-1
206	21.04681	0.3283645	98.98839	2.627697	66.11039	26.43712	-1
207	21.04837	0.3253957	98.97713	2.628634	65.49163	26.45119	-1
208	21.04837	0.3264894	98.92838	2.631759	64.82912	26.4465	-1
209	21.03431	0.3235206	98.89088	2.631759	64.31036	26.44025	-1
210	21.0218	0.3227394	98.87963	2.634259	63.6916	26.43712	-1
211	21.02962	0.3221143	98.89464	2.636447	63.06034	26.44493	-1
212	21.02571	0.3207081	98.87589	2.638322	62.37908	26.434	-1
213	21.02259	0.3199268	98.87963	2.638634	61.80407	26.45119	-1
214	21.01868	0.3218019	98.95839	2.639884	61.21031	26.44962	-1
215	21.03509	0.3205518	98.92838	2.641134	60.62905	26.44493	-1
216	21.03196	0.3194581	98.95088	2.640197	60.04154	26.4465	-1
217	21.02415	0.3186768	98.94339	2.642072	59.45404	26.44025	-1
218	21.02571	0.3178956	98.97713	2.643634	58.86028	26.44493	-1
219	21.03353	0.3172705	98.92088	2.643322	58.27902	26.45431	-1
220	21.02102	0.312583	98.86838	2.645822	57.74776	26.44962	-1
221	21.01556	0.3130517	98.93214	2.645822	57.1665	26.44493	-1
222	21.00853	0.311958	98.88338	2.645509	56.66649	26.43712	-1
223	20.99993	0.3108642	98.92464	2.646134	56.12898	26.43556	-1
224	20.99603	0.3097704	98.88338	2.646759	55.58523	26.43556	-1
225	20.98977	0.3064891	98.87213	2.646447	55.11647	26.44337	-1
226	20.98196	0.3105517	98.95464	2.647697	54.62271	26.44493	-1
227	21.00384	0.3089892	98.93589	2.647072	54.19146	26.43244	-1
228	20.99759	0.3075829	98.95088	2.647697	53.64769	26.42931	-1
229	20.99446	0.3063329	98.96964	2.648009	53.21644	26.42462	-1
230	20.9968	0.3049266	98.99214	2.648947	52.73518	26.43244	-1
231	20.99524	0.3035203	98.97713	2.647697	52.19768	26.44181	-1
232	20.98743	0.300239	98.89464	2.648947	51.66016	26.44181	-1
233	20.96712	0.2982078	98.89088	2.646447	51.12266	26.44025	-1
