Seconds,O2,CO2,BP,WVP,FlowRate,Temperature,Marker
158,21.5515,1.49E-02,98.50463,2.350817,135.4614,25.69805,-1
159,21.54056,1.51E-02,98.55713,2.37738,135.4614,25.69649,-1
160,21.55072,1.43E-02,98.51213,2.401443,135.4614,25.69492,-1
161,21.54135,1.41E-02,98.50088,2.422381,135.4427,25.6918,-1
162,21.53744,1.43E-02,98.50838,2.441756,135.4614,25.69024,-1
163,21.53666,1.51E-02,98.53088,2.457694,135.4989,25.69024,-1
164,21.539,1.60E-02,98.51213,2.474569,135.5989,25.69024,-1
165,21.54525,1.59E-02,98.53088,2.488319,135.5989,25.69492,-1
166,21.54525,0.0161722,98.53838,2.499882,135.6052,25.6918,-1
167,21.54135,1.66E-02,98.59838,2.513632,135.6552,25.68867,-1
168,21.55775,1.68E-02,98.56837,2.525507,135.6552,25.69336,-1
169,21.55306,1.54E-02,98.51964,2.535508,135.7052,25.69649,-1
170,21.55228,1.49E-02,98.56464,2.544258,135.7427,25.69336,-1
171,21.54994,1.49E-02,98.51588,2.553008,135.7552,25.6918,-1
172,21.54135,1.46E-02,98.51213,2.561445,135.7865,25.68867,-1
173,21.55072,1.43E-02,98.50088,2.568008,135.799,25.69492,-1
174,21.53666,1.51E-02,98.54588,2.575821,135.6989,25.69492,-1
175,21.53353,1.60E-02,98.54213,2.583008,135.5989,25.6918,-1
176,21.54369,1.70E-02,98.53462,2.589883,135.4927,25.68086,-1
177,21.54759,1.68E-02,98.51964,2.595821,135.4052,25.68867,-1
178,21.54135,0.0164847,98.59088,2.600508,135.4052,25.6918,-1
179,21.55697,1.59E-02,98.59838,2.606446,135.3927,25.68867,-1
180,21.55697,1.63E-02,98.55713,2.611759,135.4052,25.69024,-1
181,21.55853,1.71E-02,98.55713,2.616134,135.3927,25.6918,-1
182,21.55306,1.54E-02,98.50463,2.620196,135.4552,25.68867,-1
183,21.53978,1.59E-02,98.54213,2.625196,135.549,25.68555,-1
184,21.54759,1.60E-02,98.51964,2.629884,135.5927,25.68399,-1
185,21.53744,1.70E-02,98.50088,2.633947,135.6115,25.68242,-1
186,21.53744,1.80E-02,98.54588,2.637697,135.6552,25.68711,-1
187,21.53666,2.05E-02,98.53838,2.641134,135.6427,25.68399,-1
188,21.54447,2.12E-02,98.54588,2.643947,135.6489,25.69024,-1
189,21.54447,2.38E-02,98.57964,2.648009,135.6489,25.68711,-1
190,21.54291,2.40E-02,98.54963,2.651759,135.6427,25.69024,-1
191,21.54369,2.57E-02,98.57213,2.655197,135.7052,25.68867,-1
192,21.55697,0.0296099,98.54963,2.657697,135.6989,25.69336,-1
193,21.55384,3.30E-02,98.51588,2.661759,135.6489,25.69492,-1
194,21.539,3.57E-02,98.54963,2.665509,135.5552,25.7043,-1
195,21.54916,4.09E-02,98.51964,2.667385,135.5052,25.72461,-1
196,21.53822,4.71E-02,98.50463,2.669572,135.4552,25.72774,-1
197,21.53978,0.0555478,98.49712,2.67301,135.4427,25.72305,-1
198,21.539,0.0657042,98.55338,2.675197,135.3989,25.7293,-1
199,21.53822,7.93E-02,98.54213,2.678947,135.3927,25.73868,-1
200,21.54525,9.10E-02,98.52713,2.680822,135.4489,25.74024,-1
201,21.54525,0.1064861,98.54213,2.68176,135.4552,25.74024,-1
202,21.54525,0.1213301,98.59838,2.683635,135.524,25.74336,-1
203,21.55072,0.1405491,98.59463,2.686135,135.6052,25.7418,-1
204,21.55541,0.1597681,98.52713,2.688947,135.674,25.73711,-1
205,21.55697,0.1789872,98.55338,2.691135,135.7052,25.72774,-1
206,21.55072,0.1978937,98.51588,2.693322,135.6927,25.72305,-1
207,21.54291,0.218519,98.49712,2.69551,135.7427,25.7168,-1
208,21.54916,0.2385193,98.51213,2.697073,135.8114,25.70899,-1
209,21.54135,0.2607072,98.50463,2.698635,135.8427,25.69492,-1
210,21.539,0.2805512,98.60963,2.700198,135.8427,25.67617,-1
211,21.53666,0.2999265,98.54213,2.702073,135.799,25.65742,-1
212,21.54525,0.3202393,98.60213,2.703323,135.8302,25.6418,-1
213,21.55853,0.3355521,98.52338,2.706135,135.7865,25.62305,-1
214,21.54291,0.3530523,98.57964,2.707073,135.7052,25.60742,-1
215,21.55775,0.3682088,98.60588,2.709573,135.5864,25.59805,-1
216,21.55462,0.381959,98.55338,2.71176,135.5177,25.59805,-1
217,21.55775,0.3935217,98.49338,2.712073,135.4552,25.60117,-1
218,21.53744,0.4043031,98.55713,2.714573,135.4114,25.59961,-1
219,21.5515,0.4150845,98.51588,2.714885,135.3927,25.60117,-1
220,21.539,0.4238347,98.50088,2.716448,135.3927,25.60273,-1
221,21.55072,0.4310223,98.50088,2.718635,135.3489,25.60586,-1
222,21.53822,0.4382099,98.53088,2.71926,135.4052,25.61367,-1
223,21.54447,0.446335,98.53462,2.72051,135.5052,25.60899,-1
224,21.54213,0.4502413,98.53838,2.722698,135.549,25.60899,-1
225,21.54291,0.4541476,98.54588,2.724573,135.6052,25.60899,-1
226,21.54369,0.4564914,98.59088,2.72551,135.6489,25.60899,-1
227,21.54838,0.459929,98.57964,2.727386,135.6615,25.61367,-1
228,21.55072,0.4610227,98.51964,2.728323,135.6552,25.60899,-1
229,21.55697,0.4610227,98.56837,2.730198,135.7115,25.60742,-1
230,21.5515,0.4608665,98.51213,2.731761,135.6489,25.6043,-1
231,21.53978,0.459929,98.54213,2.731761,135.6927,25.6168,-1
232,21.54994,0.4591477,98.51213,2.733636,135.6864,25.61055,-1
233,21.53431,0.4574289,98.51964,2.733636,135.6927,25.61211,-1
234,21.539,0.4569602,98.54588,2.735823,135.6489,25.61523,-1
235,21.53666,0.4552414,98.53088,2.736448,135.5552,25.61992,-1
236,21.54447,0.4521163,98.53838,2.738011,135.474,25.6168,-1
237,21.54135,0.4491476,98.57588,2.738948,135.4802,25.61523,-1
238,21.54525,0.4468038,98.59463,2.740511,135.3989,25.61836,-1
239,21.54603,0.442585,98.59088,2.740823,135.4052,25.62305,51
240,21.53744,0.4378974,98.54963,2.743323,135.3989,25.48867,-1
241,21.55228,0.4352411,98.50463,2.743323,141.6678,25.5418,-1
242,21.53744,0.4316473,98.53462,2.742073,137.9927,25.61992,-1
243,21.54916,0.4286785,98.50463,2.742073,132.6239,25.67305,-1
244,21.53822,0.4232097,98.50088,2.743011,127.9738,25.69649,-1
245,21.53822,0.4180533,98.53462,2.746448,124.5675,25.71367,-1
246,21.53822,0.416022,98.53462,2.750823,121.9425,25.69492,-1
247,21.54525,0.410397,98.52713,2.754261,120.1112,25.66211,-1
248,21.54447,0.4047719,98.54588,2.758323,118.8362,25.6418,-1
249,21.54369,0.3994593,98.52713,2.760199,117.9237,25.62461,-1
250,21.54525,0.3946155,98.59463,2.763948,117.2799,25.60586,-1
251,21.55619,0.3886779,98.54213,2.765824,116.8612,25.58555,-1
252,21.55697,0.3830528,98.51588,2.768636,116.4924,25.56992,-1
253,21.53978,0.3755527,98.54588,2.753323,116.2611,25.55742,-1
254,21.54994,0.3710214,98.52338,2.653322,116.0299,25.55273,-1
255,21.53822,0.3649275,98.49338,2.519882,115.8174,25.54024,-1
256,21.54681,0.3585212,98.48962,2.400506,115.6736,25.52617,-1
257,21.53978,0.3525836,98.53462,2.302691,115.5861,25.52148,-1
258,21.53666,0.347896,98.53462,2.22769,115.4861,25.51523,-1
259,21.54291,0.3443022,98.52713,2.170815,115.4299,25.52148,-1
260,21.54369,0.3388334,98.51964,2.128626,115.3861,25.51367,-1
261,21.54291,0.333052,98.59088,2.096751,115.3424,25.50742,-1
262,21.55072,0.3272707,98.57964,2.072688,115.3049,25.50586,-1
263,21.54916,0.3230519,98.51588,2.056438,115.3799,25.51211,-1
264,21.54603,0.3183643,98.55713,2.053625,115.3924,25.51367,-1
265,21.539,0.3121142,98.51588,2.066751,115.4486,25.50742,-1
266,21.52728,0.3074266,98.54963,2.100501,115.4299,25.5043,-1
267,21.52728,0.3032078,98.51588,2.149564,115.4299,25.49805,-1
268,21.51556,0.3000828,98.50463,2.204565,115.4361,25.49961,-1
269,21.50619,0.2949264,98.60588,2.259253,115.4299,25.50274,-1
270,21.50072,0.2905514,98.53838,2.314254,115.4424,25.49336,-1
271,21.50072,0.2888326,98.59088,2.363005,115.4299,25.49336,-1
272,21.50385,0.2855513,98.57588,2.407068,115.4424,25.48867,-1
273,21.48119,0.2813325,98.57213,2.447069,115.4299,25.49805,-1
274,21.48431,0.2796137,98.57588,2.480819,115.4299,25.49805,-1
275,21.464,0.2755511,98.55338,2.511132,115.3236,25.49492,-1
276,21.4554,0.2700823,98.51964,2.537695,115.2861,25.48867,-1
277,21.42259,0.267426,98.55338,2.559571,115.2361,25.49179,-1
278,21.42025,0.2638322,98.51588,2.579571,115.2424,25.50117,-1
279,21.39447,0.2597696,98.50088,2.597383,115.1861,25.48398,-1
280,21.38978,0.2553946,98.50088,2.612071,115.1861,25.48242,-1
281,21.36165,0.2499258,98.54213,2.624571,115.2049,25.48711,-1
282,21.34212,0.2474257,98.55713,2.638009,115.2549,25.4793,-1
283,21.33353,0.2438319,98.53838,2.648009,115.2986,25.49648,-1
284,21.31556,0.2386756,98.54213,2.656447,115.3986,25.48555,-1
285,21.29993,0.2347693,98.59088,2.666759,115.3924,25.49179,-1
286,21.28197,0.2282067,98.57964,2.672385,115.4424,25.48711,-1
287,21.27493,0.2235191,98.51213,2.679572,115.4424,25.48867,-1
288,21.26087,0.2174253,98.55338,2.68551,115.4361,25.49336,-1
289,21.23978,0.2083626,98.51964,2.690822,115.4361,25.49023,-1
290,21.21321,0.2013313,98.55338,2.69551,115.4799,25.49336,-1
291,21.21165,0.1925811,98.51588,2.701447,115.4736,25.48711,-1
292,21.18509,0.182581,98.49338,2.704885,115.4736,25.49805,-1
293,21.17493,0.1728933,98.54213,2.708948,115.4861,25.49961,-1
294,21.17259,0.1647682,98.54588,2.712698,115.4361,25.49023,-1
295,21.164,0.1539868,98.53838,2.715198,115.3486,25.48398,-1
296,21.15384,0.1450804,98.59088,2.718323,115.3424,25.48398,-1
297,21.14837,0.1369553,98.58713,2.720823,115.2799,25.49023,-1
298,21.14368,0.1302364,98.59088,2.72426,115.2549,25.4793,-1
299,21.14681,0.1246113,98.55713,2.727073,115.2236,25.48867,-1
300,21.13978,0.1199238,98.48962,2.729573,115.2299,25.49492,-1
301,21.12571,0.1183613,98.54963,2.731761,115.1424,25.48555,-1
302,21.13196,0.1196113,98.50463,2.734573,115.1861,25.48867,-1
303,21.12103,0.1224238,98.50838,2.736136,115.2299,25.49023,-1
304,21.12103,0.1261739,98.51588,2.738323,115.2799,25.48555,-1
305,21.11946,0.131799,98.54213,2.740511,115.3424,25.48242,-1
306,21.13118,0.1405491,98.54213,2.742073,115.3299,25.48398,-1
307,21.13118,0.147268,98.52713,2.743323,115.3924,25.48555,-1
308,21.13274,0.1563306,98.53838,2.745198,115.3611,25.48242,-1
309,21.13665,0.1633619,98.59838,2.746761,115.3424,25.47773,-1
310,21.13743,0.1710183,98.59088,2.747698,115.3424,25.48242,-1
311,21.15618,0.1797684,98.51213,2.749573,115.3486,25.48242,-1
312,21.14524,0.1853935,98.54588,2.750823,115.3424,25.48242,-1
313,21.15618,0.1921124,98.51588,2.752698,115.3361,25.48086,-1
314,21.15228,0.1985187,98.50088,2.754886,115.2861,25.48398,-1
315,21.1679,0.2036751,98.48962,2.755823,115.2486,25.4793,-1
316,21.16321,0.2083626,98.54588,2.755823,115.1861,25.4793,-1
317,21.164,0.2113314,98.53838,2.756761,115.1424,25.48242,-1
318,21.17259,0.2164878,98.52338,2.758323,115.0861,25.47617,-1
319,21.18118,0.2202378,98.53462,2.759886,115.0861,25.47461,-1
320,21.18509,0.2216441,98.53088,2.760511,115.0986,25.47773,-1
321,21.19056,0.2238316,98.57213,2.761761,115.1486,25.48242,-1
322,21.19524,0.2252379,98.57964,2.763948,115.1486,25.47461,-1
323,21.21321,0.2250816,98.54588,2.764574,115.2424,25.4793,-1
324,21.20931,0.2247691,98.52338,2.765198,115.2924,25.47305,-1
325,21.20774,0.2244566,98.55338,2.766448,115.3424,25.46992,-1
326,21.22103,0.2260191,98.51588,2.766761,115.3299,25.48086,-1
327,21.21634,0.2253941,98.50088,2.768011,115.3924,25.47461,-1
328,21.22884,0.2244566,98.50463,2.766448,115.3924,25.47461,-1
329,21.22337,0.2239879,98.53088,2.768949,115.3924,25.46836,-1
330,21.2304,0.2253941,98.60588,2.770511,115.4299,25.47461,-1
331,21.2554,0.2239879,98.54213,2.770199,115.4361,25.48086,-1
332,21.24212,0.2227378,98.59463,2.771449,115.4424,25.47305,-1
333,21.25696,0.2214878,98.59463,2.772386,115.4861,25.47617,-1
